,Canada,Atlantic,Quebec,Ontario,Manitoba / Saskatchewan,Alberta,British Columbia
Electricity Consumed by Number of Households,594615830.4,53659822.23,240444278.2,165220225.4,37902876.6,38429988.67,58958639.35
